p_val	avg_log2FC	pct.1	pct.2	p_val_adj
2.80585113481625e-36	-0.266512126172582	0.052	0.109	1.02696957385409e-31
3.34625757334922e-36	0.25267855242982	0.391	0.258	1.22476373442155e-31
3.8544604972536e-36	0.379386034893802	0.726	0.637	1.41077108659979e-31
4.76161785103076e-36	-0.30757737422062	0.056	0.113	1.74279974965577e-31
5.48161988590418e-36	0.290556260307234	0.594	0.458	2.00632769443979e-31
6.52193249141351e-36	0.271921944642316	0.441	0.305	2.38709251118226e-31
7.98924660639448e-36	-0.360205248892399	0.343	0.422	2.92414415040644e-31
8.74035514759605e-36	-0.416526024281798	0.413	0.464	3.19905738757163e-31
1.35971672505034e-35	0.276877438192693	0.308	0.194	4.97669918535675e-31
1.40487928534969e-35	0.258376648054599	0.608	0.483	5.1419986723084e-31
1.58145442527332e-35	-0.357820283835023	0.454	0.509	5.78828134194288e-31
4.07948326575778e-35	0.254624580999124	0.358	0.233	1.49313167010001e-30
4.70610482841601e-35	0.32334791108769	0.543	0.415	1.72248142824854e-30
5.85739971081684e-35	-0.31947118269141	0.073	0.136	2.14386686815607e-30
7.85693202888164e-35	-0.264048971870745	0.105	0.184	2.87571569189097e-30
8.31175912547999e-35	-0.341713597660593	0.096	0.164	3.04218695751693e-30
1.10708265137067e-34	0.313990700808173	0.387	0.266	4.0520332122818e-30
1.55088258155445e-34	-0.267482186424612	0.784	0.789	5.67638533674745e-30
1.70733538731939e-34	0.278277453817942	0.39	0.267	6.24901825112771e-30
1.91866843400503e-34	0.258923142119504	0.458	0.321	7.0225183353018e-30
2.50446153053247e-34	-0.33336238655523	0.206	0.292	9.16657964790189e-30
4.24790957815554e-34	0.26798197777371	0.354	0.233	1.55477738470071e-29
9.00624117472233e-34	-0.323695747472285	0.075	0.136	3.29637433236012e-29
1.81468680240289e-33	-0.343706068611542	0.141	0.219	6.64193516547483e-29
2.352993483426e-33	-0.299011466018543	0.074	0.136	8.61219144868749e-29
2.63059153407583e-33	0.282185777790306	0.421	0.292	9.62822807387096e-29
2.90626544753513e-33	0.25667443788657	0.408	0.279	1.06372221645233e-28
5.05830117294903e-33	0.287449386008094	0.434	0.31	1.85138881231107e-28
5.69723691939889e-33	0.274311624834826	0.44	0.312	2.08524568486919e-28
9.05287485752709e-33	0.250884596007451	0.259	0.157	3.31344272660349e-28
1.15219988215936e-32	0.263578259947748	0.491	0.359	4.21716678869149e-28
2.0320650846765e-32	-0.269546078771707	0.661	0.675	7.43756141642446e-28
3.436677748491e-32	-0.332004077113857	0.162	0.243	1.25785842272519e-27
8.66649892127268e-32	0.283677534615609	0.387	0.269	3.17202527017501e-27
1.36226839158919e-31	-0.330168627646051	0.14	0.214	4.98603854005558e-27
1.52822372166947e-31	0.255085002977271	0.317	0.206	5.59345164368243e-27
3.90215941950623e-31	0.264749664723452	0.257	0.16	1.42822936913347e-26
1.06515930628594e-30	0.285238161649474	0.322	0.216	3.89858957693717e-26
1.10576094871635e-30	0.272206496087205	0.476	0.355	4.04719564839671e-26
1.18673314628276e-30	-0.310167145407162	0.128	0.201	4.34356198870952e-26
2.02143250914019e-30	0.285146260620563	0.442	0.324	7.39864512670402e-26
2.85176519028872e-30	-0.368662389652759	0.175	0.249	1.04377457729758e-25
2.95287394883802e-30	-0.399779908814539	0.205	0.275	1.0807813940142e-25
3.04551393840935e-30	-0.346696380091909	0.27	0.345	1.11468855659721e-25
4.53036399066393e-30	0.250650770116035	0.346	0.235	1.65815852422291e-25
8.01804701500399e-30	-0.319021198382498	0.088	0.148	2.93468538796161e-25
8.81063438153352e-30	0.291862571453498	0.767	0.68	3.22478028998508e-25
2.1280042571805e-29	-0.297503227073565	0.126	0.197	7.78870838170636e-25
2.26913894552625e-29	0.255564066659778	0.49	0.366	8.30527545452062e-25
6.88864243230522e-29	0.285865759175053	0.305	0.206	2.52131201664804e-24
5.0172070607384e-28	-0.309720113427569	0.288	0.372	1.83634795630086e-23
5.1589514996467e-28	0.251476698486532	0.544	0.429	1.88822783838569e-23
1.10583330134097e-27	0.29389754412491	0.736	0.652	4.04746046623808e-23
4.31758958056234e-27	0.292866492694797	0.7	0.61	1.58028096238162e-22
5.24796961878348e-27	-0.259471984460775	0.14	0.211	1.92080936017094e-22
6.45361573098214e-27	0.250781484115203	0.703	0.59	2.36208789369677e-22
9.26971370467079e-27	0.297887088058315	0.148	0.081	3.39280791304656e-22
1.12080910177899e-26	-0.297012227035758	0.129	0.196	4.1022733934213e-22
1.4055013640771e-26	-0.266457254417659	0.055	0.103	5.14427554265858e-22
6.24351056959639e-26	0.272470125129885	0.523	0.41	2.28518730357797e-21
1.11996991212853e-25	-0.300749905543457	0.124	0.185	4.09920187538163e-21
1.39948999655166e-25	-0.276891127945098	0.114	0.177	5.12227333637874e-21
1.68951063849058e-25	-0.327795750917707	0.293	0.359	6.18377788793937e-21
3.40965611447038e-25	-0.315610025730889	0.52	0.543	1.2479682344573e-20
7.67595987604949e-25	0.265940486080398	0.489	0.383	2.80947807423287e-20
8.21821723737937e-25	-0.374865659229054	0.312	0.364	3.00794969105322e-20
5.28834064969387e-24	-0.34619117771937	0.314	0.373	1.93558556119445e-19
5.35307739532751e-24	0.302098285750903	0.32	0.232	1.95927985746382e-19
5.3576731923742e-24	0.254208889073349	0.408	0.306	1.96096196514088e-19
6.58354954061388e-24	-0.295690616228426	0.095	0.149	2.40964496736008e-19
7.01079018097942e-24	-0.361482307187109	0.276	0.33	2.56601931414028e-19
1.39485802816406e-23	0.332846397313209	0.256	0.175	5.10531986888327e-19
1.4945536831977e-23	0.329265409950148	0.634	0.545	5.4702159358719e-19
6.76379993888642e-23	0.273157019823688	0.694	0.619	2.47561841563182e-18
9.93690355588648e-23	0.336541004375443	0.64	0.569	3.63700607049001e-18
1.29944948276896e-22	-0.295762117893135	0.222	0.284	4.75611505188269e-18
2.75083019888013e-22	-0.259416477063622	0.075	0.122	1.00683136109212e-17
4.84852667570397e-22	-0.336574085757019	0.132	0.185	1.77460924857441e-17
2.18068439827349e-21	0.26237756686127	0.473	0.379	7.98152296612078e-17
6.51708038050457e-21	0.256514130178143	0.276	0.198	2.38531659006848e-16
8.55913707853899e-21	-0.308397573065758	0.15	0.207	3.13272976211606e-16
8.74338422724253e-21	-0.283896435659723	0.371	0.42	3.20016606101304e-16
9.47460390211983e-21	-0.299191061562526	0.125	0.178	3.46779977421488e-16
1.16381022775575e-20	-0.269428760802129	0.468	0.498	4.25966181460883e-16
1.63216812651742e-20	-0.336543202469834	0.192	0.246	5.97389855986641e-16
4.35969253797988e-20	-0.288740676383577	0.106	0.157	1.59569106582602e-15
6.30501996483103e-20	-0.36431226902977	0.163	0.213	2.30770035732781e-15
1.38654310383311e-19	-0.257688002003861	0.075	0.12	5.07488641433956e-15
1.94937687303827e-19	0.309364129494137	0.968	0.971	7.13491429300737e-15
2.25904017124296e-19	-0.335421837913151	0.154	0.204	8.26831293076634e-15
